candidate_id,age,gender,education,years_experience,assessment_score,referral_source,role_applied,hired,skills_score,interview_score,projects_count,certifications_count,employment_gap_months,job_role,application_source,company_tier,college_tier,zip_code
CAND-224,28,Male,Master,4,58,LinkedIn,Software Engineer,0,51,66,2,1,36,non-tech,portal,2,2,19628
CAND-225,48,Male,High School,10,51,Company Website,Data Scientist,1,67,90,5,3,0,tech,portal,1,3,10329
CAND-226,32,Female,Bachelor,9,43,LinkedIn,Product Manager,0,82,72,2,0,6,tech,referral,1,3,48619
CAND-227,51,Male,Master,10,67,LinkedIn,Data Scientist,1,93,68,6,2,12,non-tech,portal,3,4,17032
CAND-228,43,Male,Master,9,79,Company Website,Software Engineer,1,56,85,6,2,3,management,portal,2,4,58094
CAND-229,41,Female,PhD,15,82,Company Website,Data Scientist,1,64,92,11,1,0,tech,referral,1,3,48034
CAND-230,27,Female,Master,6,56,LinkedIn,Software Engineer,1,72,75,8,3,6,tech,portal,2,3,96158
CAND-231,38,Female,Master,8,61,LinkedIn,Software Engineer,0,85,40,4,3,0,tech,portal,1,4,65264
CAND-232,53,Female,Bachelor,11,69,LinkedIn,Data Scientist,1,88,91,7,3,0,management,referral,1,3,57850
CAND-233,21,Female,Bachelor,0,57,LinkedIn,Software Engineer,0,42,54,9,1,3,non-tech,portal,3,3,14722
CAND-234,49,Female,Bachelor,8,55,Employee Referral,Software Engineer,1,61,81,9,3,3,tech,portal,3,3,27772
CAND-235,39,Male,Bachelor,8,58,Recruiter,Product Manager,0,61,33,7,2,0,tech,referral,2,4,96105
CAND-236,48,Female,Master,11,67,Company Website,QA Engineer,0,55,88,0,0,24,management,recruiter,3,3,51679
CAND-237,46,Female,Bachelor,11,66,Company Website,Software Engineer,0,64,49,11,2,3,tech,portal,2,3,78771
CAND-238,37,Male,Bachelor,8,57,Employee Referral,Data Scientist,1,62,92,4,2,0,tech,recruiter,2,3,14576
CAND-239,32,Male,Bachelor,7,56,Company Website,Software Engineer,1,98,83,2,0,18,non-tech,portal,1,3,36707
CAND-240,44,Male,High School,12,71,LinkedIn,HR Analyst,1,95,86,0,2,0,tech,referral,1,2,51632
CAND-241,26,Female,Bachelor,4,63,LinkedIn,Software Engineer,0,82,70,3,1,36,tech,recruiter,2,3,51476
CAND-242,43,Male,High School,6,56,Company Website,Software Engineer,0,53,32,7,0,3,non-tech,referral,3,4,40285
CAND-243,24,Female,Master,5,71,Company Website,Data Scientist,0,38,35,2,2,0,management,recruiter,2,5,34154
CAND-244,45,Female,Bachelor,14,62,LinkedIn,Software Engineer,0,69,34,9,4,6,non-tech,portal,1,3,30054
CAND-245,44,Male,Master,7,72,LinkedIn,Software Engineer,0,98,34,1,2,3,management,portal,1,3,27165
CAND-246,24,Male,Master,2,57,LinkedIn,Software Engineer,1,83,83,10,1,6,non-tech,recruiter,3,2,24439
CAND-247,49,Male,Bachelor,11,88,LinkedIn,Product Manager,0,51,76,8,3,24,non-tech,portal,1,4,54518
CAND-248,36,Male,High School,7,44,Company Website,Product Manager,1,78,78,9,2,6,tech,portal,2,4,98051
CAND-249,50,Male,Master,16,65,Employee Referral,Product Manager,0,64,38,4,3,3,non-tech,referral,1,2,36962
CAND-250,22,Female,Bachelor,3,55,Company Website,QA Engineer,0,80,49,6,4,12,management,recruiter,1,2,63934
CAND-251,27,Female,Master,4,59,LinkedIn,Data Scientist,0,40,90,10,2,3,tech,recruiter,2,4,47763
CAND-252,39,Female,High School,8,71,LinkedIn,HR Analyst,0,71,64,10,0,0,tech,portal,2,3,74094
CAND-253,28,Female,Bachelor,3,46,Employee Referral,QA Engineer,0,58,79,1,3,18,tech,recruiter,2,3,29464
CAND-254,33,Male,Master,6,65,Company Website,QA Engineer,1,80,91,8,4,0,tech,portal,1,2,52036
CAND-255,46,Female,Bachelor,8,67,LinkedIn,QA Engineer,0,87,46,8,0,6,tech,portal,3,2,43270
CAND-256,26,Male,Bachelor,3,57,LinkedIn,Data Scientist,0,94,32,3,0,18,non-tech,referral,1,3,52299
CAND-257,46,Male,PhD,8,54,Employee Referral,Software Engineer,1,97,61,3,0,6,management,portal,2,4,95805
CAND-258,24,Male,Bachelor,2,62,Employee Referral,Data Scientist,0,66,42,5,0,3,tech,portal,3,3,41541
CAND-259,27,Female,Bachelor,4,63,Employee Referral,Software Engineer,0,67,43,9,2,6,tech,referral,1,3,83545
CAND-260,43,Male,Bachelor,9,64,Company Website,Data Scientist,0,52,40,9,2,0,tech,portal,3,2,92543
CAND-261,51,Non-binary,Bachelor,10,62,Company Website,Software Engineer,1,59,85,9,2,12,management,portal,1,3,87078
CAND-262,27,Male,Master,5,59,Company Website,Software Engineer,0,88,58,5,4,0,tech,portal,2,2,92970
CAND-263,32,Male,Master,1,51,LinkedIn,HR Analyst,0,92,38,11,4,0,tech,referral,2,3,39765
CAND-264,56,Male,Bachelor,4,58,Employee Referral,Product Manager,0,80,54,0,4,0,tech,referral,3,4,33769
CAND-265,58,Male,Master,9,62,Company Website,Product Manager,0,58,71,8,1,3,tech,recruiter,1,1,98001
CAND-266,43,Female,Bachelor,13,57,LinkedIn,Data Scientist,0,66,38,1,4,3,tech,recruiter,2,1,97404
CAND-267,37,Male,High School,9,48,Recruiter,Product Manager,0,81,69,4,2,12,management,referral,3,1,30156
CAND-268,34,Female,Bachelor,7,51,Company Website,HR Analyst,0,57,54,8,2,0,non-tech,recruiter,2,3,95836
CAND-269,44,Male,PhD,5,60,LinkedIn,Product Manager,0,61,34,3,1,0,non-tech,portal,2,4,60481
CAND-270,43,Male,High School,6,52,LinkedIn,Product Manager,0,36,40,10,1,0,tech,portal,1,1,23435
CAND-271,32,Male,Bachelor,5,56,Employee Referral,Data Scientist,1,51,88,2,4,0,non-tech,recruiter,2,5,79650
CAND-272,21,Female,Bachelor,2,55,Recruiter,Data Scientist,0,67,67,6,3,3,non-tech,portal,1,2,56336
CAND-273,26,Female,Master,4,50,Company Website,Product Manager,0,43,34,5,1,0,tech,recruiter,1,4,46135
CAND-274,57,Male,High School,12,72,Recruiter,HR Analyst,1,77,77,7,0,0,non-tech,referral,2,3,83631
CAND-275,36,Female,Bachelor,8,56,Employee Referral,Data Scientist,0,82,47,2,2,0,tech,recruiter,2,3,47909
CAND-276,39,Female,Master,6,55,Employee Referral,Data Scientist,0,73,66,4,0,0,non-tech,referral,3,3,79487
CAND-277,38,Female,Bachelor,11,66,Employee Referral,Data Scientist,1,76,89,9,2,0,tech,referral,3,3,31468
CAND-278,50,Female,Bachelor,12,48,Company Website,Data Scientist,0,60,77,3,2,0,management,portal,2,4,57655
CAND-279,23,Female,Bachelor,2,44,Employee Referral,HR Analyst,0,84,57,3,1,6,tech,referral,3,4,44341
CAND-280,24,Male,Bachelor,0,56,Company Website,Product Manager,0,59,69,3,1,12,non-tech,referral,2,3,74182
CAND-281,31,Female,Bachelor,4,39,Employee Referral,Data Scientist,0,58,74,9,0,3,non-tech,recruiter,1,2,61786
CAND-282,39,Female,Master,7,68,LinkedIn,Data Scientist,0,47,91,7,2,36,non-tech,portal,2,2,78304
CAND-283,46,Female,Bachelor,8,70,Employee Referral,Data Scientist,1,94,87,5,0,0,tech,portal,1,4,56514
CAND-284,39,Female,Master,5,54,Recruiter,Software Engineer,0,41,85,2,3,3,tech,portal,2,3,43979
CAND-285,37,Female,PhD,9,66,LinkedIn,Data Scientist,0,91,69,9,0,36,non-tech,referral,3,3,90981
CAND-286,56,Male,Bachelor,8,67,Recruiter,QA Engineer,0,70,69,4,4,0,tech,recruiter,2,3,65107
CAND-287,27,Female,Bachelor,5,51,Company Website,Product Manager,0,79,62,5,0,24,tech,portal,3,4,11160
CAND-288,42,Female,Master,5,64,LinkedIn,Software Engineer,0,54,35,4,4,0,non-tech,referral,1,3,97897
CAND-289,41,Female,Bachelor,6,50,LinkedIn,QA Engineer,0,99,48,5,4,0,non-tech,portal,2,4,82577
CAND-290,38,Female,Master,4,52,Employee Referral,Product Manager,0,42,69,7,4,0,tech,referral,1,4,94303
CAND-291,51,Female,Master,11,58,Company Website,Software Engineer,0,50,88,6,3,6,tech,recruiter,2,3,20846
CAND-292,31,Female,High School,4,53,LinkedIn,Product Manager,0,48,88,4,0,3,tech,portal,2,2,29924
CAND-293,57,Male,Bachelor,12,72,Company Website,Product Manager,0,49,77,9,0,6,non-tech,referral,2,4,23882
CAND-294,33,Female,Bachelor,5,53,LinkedIn,QA Engineer,0,66,70,5,3,0,non-tech,recruiter,1,3,90274
CAND-295,41,Male,Bachelor,7,47,Company Website,Software Engineer,0,97,42,3,2,0,non-tech,recruiter,1,5,96555
CAND-296,40,Male,Bachelor,3,43,Employee Referral,Software Engineer,1,85,74,11,1,0,management,referral,1,1,11095
CAND-297,53,Female,Bachelor,12,66,Employee Referral,Data Scientist,1,59,82,8,0,0,tech,referral,2,1,50983
CAND-298,37,Female,Master,4,70,Employee Referral,Software Engineer,1,92,71,3,1,18,tech,portal,3,5,24123
CAND-299,31,Male,Master,4,59,Company Website,Data Scientist,1,97,92,0,3,0,tech,referral,1,3,76615
CAND-300,21,Male,Master,0,47,Recruiter,QA Engineer,0,96,56,6,2,12,tech,recruiter,2,3,55278
CAND-301,34,Female,Bachelor,7,63,LinkedIn,Software Engineer,0,56,67,6,2,12,management,referral,3,4,61999
CAND-302,52,Female,Bachelor,10,59,LinkedIn,Data Scientist,1,92,89,3,2,0,non-tech,portal,2,3,41153
CAND-303,21,Female,Bachelor,0,45,LinkedIn,HR Analyst,0,92,36,2,3,3,tech,portal,2,3,28344
CAND-304,55,Male,High School,16,57,Company Website,Data Scientist,0,83,34,7,4,0,tech,portal,3,1,47656
CAND-305,41,Male,Master,7,71,Company Website,Data Scientist,1,86,74,4,4,0,non-tech,portal,1,4,80515
CAND-306,26,Female,Bachelor,4,35,Employee Referral,Product Manager,1,76,87,9,1,0,non-tech,portal,1,4,11212
CAND-307,32,Female,Bachelor,8,64,LinkedIn,Software Engineer,0,49,60,6,4,3,tech,referral,1,2,19001
CAND-308,42,Male,Master,5,53,LinkedIn,Software Engineer,0,88,52,3,4,0,management,portal,3,4,88784
CAND-309,32,Female,Bachelor,5,51,Company Website,Product Manager,0,94,71,3,2,3,non-tech,portal,3,4,91144
CAND-310,25,Male,High School,4,64,Recruiter,Data Scientist,0,42,39,7,2,3,tech,referral,2,3,46427
CAND-311,46,Male,High School,10,52,LinkedIn,Software Engineer,1,87,61,7,1,0,management,portal,1,3,41368
CAND-312,46,Female,Bachelor,9,54,LinkedIn,Software Engineer,1,94,82,1,0,3,tech,portal,2,3,80819
CAND-313,25,Female,Master,0,49,LinkedIn,QA Engineer,0,39,59,1,1,6,management,portal,1,2,71160
CAND-314,31,Female,Bachelor,4,56,Company Website,Software Engineer,0,40,68,2,1,0,management,portal,1,4,35854
CAND-315,30,Male,Master,2,49,LinkedIn,QA Engineer,0,81,60,11,3,0,non-tech,referral,2,4,20715
CAND-316,46,Female,Master,4,43,LinkedIn,Data Scientist,0,89,31,11,3,6,non-tech,portal,3,3,91701
CAND-317,48,Female,Master,4,49,Company Website,Product Manager,0,74,41,2,1,0,tech,recruiter,3,3,68784
CAND-318,48,Female,Bachelor,4,63,LinkedIn,Software Engineer,0,86,68,0,1,3,management,recruiter,2,2,36797
CAND-319,56,Female,High School,15,64,Company Website,Software Engineer,0,50,42,2,1,0,non-tech,referral,1,1,57573
CAND-320,50,Male,Master,16,74,LinkedIn,Data Scientist,0,47,75,5,4,0,non-tech,referral,1,3,86120
CAND-321,33,Female,Bachelor,1,47,Recruiter,Product Manager,0,64,56,7,3,0,management,recruiter,2,1,24780
CAND-322,25,Male,Bachelor,2,45,Company Website,Software Engineer,0,53,46,11,1,0,management,referral,2,3,47905
CAND-323,44,Male,Master,6,71,LinkedIn,Data Scientist,1,51,89,9,2,3,non-tech,portal,3,3,31573
CAND-324,55,Male,High School,14,61,LinkedIn,Data Scientist,1,97,93,5,2,0,tech,portal,2,4,43359
CAND-325,58,Female,Master,14,64,Company Website,Software Engineer,0,53,64,4,4,6,management,recruiter,2,3,76062
CAND-326,29,Male,Master,7,68,Employee Referral,Product Manager,0,92,59,3,4,12,non-tech,portal,1,3,83391
CAND-327,29,Male,Master,3,48,LinkedIn,Software Engineer,1,89,92,2,0,3,management,portal,1,3,53463
CAND-328,22,Female,Bachelor,5,49,LinkedIn,Data Scientist,0,96,57,3,0,6,non-tech,referral,2,1,26571
CAND-329,26,Male,Master,0,51,LinkedIn,Software Engineer,0,57,89,6,0,0,tech,recruiter,1,1,29142
CAND-330,42,Male,Bachelor,8,58,Company Website,Data Scientist,0,43,66,0,4,0,tech,portal,2,2,35104
CAND-331,41,Female,Master,7,61,Recruiter,Data Scientist,0,46,51,6,4,6,non-tech,referral,3,4,18625
CAND-332,35,Male,Master,12,82,Company Website,Data Scientist,0,35,49,0,4,0,non-tech,portal,2,2,49199
CAND-333,32,Female,Master,5,59,LinkedIn,Data Scientist,1,92,93,1,2,3,tech,referral,1,4,25926
CAND-334,52,Male,Bachelor,8,39,Employee Referral,HR Analyst,0,35,46,3,4,0,non-tech,portal,1,5,41218
CAND-335,38,Non-binary,High School,0,48,Employee Referral,Data Scientist,0,68,41,0,2,3,tech,portal,2,4,54472
CAND-336,51,Female,Bachelor,5,55,LinkedIn,QA Engineer,0,82,51,10,0,12,non-tech,recruiter,2,2,30566
CAND-337,57,Male,Bachelor,11,62,LinkedIn,Software Engineer,0,35,46,11,0,12,tech,referral,2,5,66125
CAND-338,33,Female,Bachelor,3,54,LinkedIn,Data Scientist,0,50,39,10,0,6,tech,referral,2,1,43205
CAND-339,28,Male,Bachelor,1,49,Employee Referral,Software Engineer,1,95,94,10,1,6,tech,referral,2,3,39717
CAND-340,57,Male,Bachelor,12,63,Employee Referral,Data Scientist,1,98,51,8,1,3,tech,portal,2,4,59984
CAND-341,45,Female,Master,11,69,Employee Referral,Product Manager,1,97,79,11,3,3,tech,referral,2,3,35135
CAND-342,32,Female,Master,9,57,Employee Referral,QA Engineer,0,56,43,5,3,0,tech,portal,3,3,38164
CAND-343,44,Female,Bachelor,10,53,LinkedIn,Product Manager,0,60,93,0,3,0,tech,portal,2,2,84489
CAND-344,40,Female,Master,8,85,LinkedIn,Product Manager,0,50,76,0,1,0,management,portal,1,3,48562
CAND-345,55,Female,Bachelor,10,55,LinkedIn,Software Engineer,0,85,58,5,1,24,management,referral,2,3,79110
CAND-346,30,Female,Bachelor,5,55,Employee Referral,Software Engineer,1,91,65,3,3,0,tech,recruiter,2,3,30169
CAND-347,58,Female,Bachelor,11,50,Company Website,QA Engineer,1,63,81,3,3,3,management,recruiter,3,5,69858
CAND-348,56,Female,Master,9,63,LinkedIn,Software Engineer,0,81,36,10,4,3,tech,referral,2,5,31604
CAND-349,27,Male,PhD,11,58,LinkedIn,Software Engineer,1,96,58,5,3,3,non-tech,portal,3,4,99670
CAND-350,27,Male,Master,5,53,Employee Referral,HR Analyst,0,50,40,11,4,6,non-tech,referral,3,3,98738
CAND-351,41,Male,Master,8,69,Employee Referral,HR Analyst,1,82,62,10,2,0,tech,recruiter,2,3,10684
CAND-352,22,Female,PhD,3,60,Employee Referral,Product Manager,0,73,35,6,1,3,tech,portal,2,5,18007
CAND-353,32,Male,Bachelor,10,65,LinkedIn,Data Scientist,0,67,61,8,3,12,tech,recruiter,2,4,51787
CAND-354,37,Male,Bachelor,10,46,Recruiter,QA Engineer,1,57,80,9,1,0,tech,portal,3,3,59582
CAND-355,57,Female,Bachelor,4,68,Employee Referral,Software Engineer,0,44,87,4,1,0,non-tech,recruiter,2,2,84791
CAND-356,58,Female,PhD,12,57,Employee Referral,Data Scientist,0,68,55,8,1,3,tech,recruiter,1,1,93629
CAND-357,26,Male,High School,3,61,Employee Referral,Data Scientist,1,86,75,3,2,12,tech,recruiter,2,3,15782
CAND-358,54,Female,Bachelor,9,67,Recruiter,HR Analyst,0,44,58,9,0,0,tech,portal,1,3,76770
CAND-359,24,Male,Master,0,55,Recruiter,HR Analyst,0,53,33,1,3,6,tech,portal,2,4,67645
CAND-360,49,Non-binary,Bachelor,10,54,Company Website,Product Manager,0,92,42,2,0,12,non-tech,portal,1,2,41996
CAND-361,53,Female,Master,13,68,Company Website,Software Engineer,0,35,68,10,0,0,tech,portal,2,2,39204
CAND-362,54,Female,Bachelor,15,63,Company Website,Data Scientist,0,38,44,0,0,36,management,portal,3,3,27152
CAND-363,29,Non-binary,PhD,3,56,Employee Referral,Software Engineer,0,50,58,5,1,6,tech,referral,1,3,65186
CAND-364,54,Male,Master,19,72,Company Website,HR Analyst,0,58,58,5,4,6,tech,referral,1,2,95024
CAND-365,25,Female,Bachelor,8,42,LinkedIn,Software Engineer,0,36,61,0,1,6,non-tech,referral,1,3,29689
CAND-366,40,Male,Master,8,69,LinkedIn,Software Engineer,0,66,31,10,1,0,tech,referral,2,3,60690
CAND-367,38,Male,Bachelor,6,55,Recruiter,Product Manager,0,58,76,2,0,0,non-tech,portal,2,4,93251
CAND-368,33,Male,Bachelor,6,52,Recruiter,Data Scientist,0,46,51,4,1,0,non-tech,recruiter,1,3,67320
CAND-369,21,Male,Bachelor,5,50,Recruiter,QA Engineer,0,84,56,2,0,0,tech,portal,1,3,74226
CAND-370,50,Female,Master,13,70,Company Website,Software Engineer,1,69,85,9,4,0,tech,referral,2,3,66091
CAND-371,33,Female,High School,6,45,Employee Referral,QA Engineer,0,67,50,2,3,18,tech,referral,1,4,89301
CAND-372,46,Male,Bachelor,15,49,Employee Referral,Software Engineer,1,67,76,9,0,12,tech,recruiter,2,1,31942
CAND-373,36,Female,Master,4,59,LinkedIn,Software Engineer,1,95,88,2,4,3,tech,portal,1,4,48712
CAND-374,35,Male,Bachelor,8,62,LinkedIn,Data Scientist,0,85,35,4,3,12,tech,referral,2,3,75277
CAND-375,54,Male,Bachelor,8,56,Recruiter,Software Engineer,0,77,48,4,2,6,tech,referral,1,4,59632
CAND-376,24,Female,High School,4,41,LinkedIn,Product Manager,0,46,86,3,0,0,non-tech,portal,2,4,48031
CAND-377,48,Male,Bachelor,15,67,Company Website,Software Engineer,0,99,32,0,0,0,non-tech,referral,1,3,30478
CAND-378,49,Female,Master,11,53,Employee Referral,Software Engineer,0,67,30,4,2,3,non-tech,recruiter,2,3,32551
CAND-379,35,Male,High School,9,48,Employee Referral,QA Engineer,1,74,87,9,2,6,tech,recruiter,3,2,58068
CAND-380,30,Female,Bachelor,2,44,LinkedIn,Software Engineer,0,77,67,4,0,0,tech,portal,3,4,45561
CAND-381,21,Male,Master,2,60,Employee Referral,Product Manager,0,78,44,3,2,3,management,portal,2,3,12892
CAND-382,56,Male,High School,10,55,LinkedIn,QA Engineer,0,63,63,5,1,0,non-tech,portal,2,3,34395
CAND-383,57,Female,Master,16,67,Employee Referral,Software Engineer,1,47,90,9,3,6,management,portal,3,4,28756
CAND-384,30,Male,Bachelor,7,72,LinkedIn,QA Engineer,0,46,64,3,3,12,tech,portal,2,4,97710
CAND-385,22,Male,Master,2,56,Employee Referral,Software Engineer,1,80,93,6,3,6,non-tech,portal,1,2,44651
CAND-386,25,Male,Master,0,53,Employee Referral,Data Scientist,0,36,54,6,1,24,non-tech,recruiter,3,3,76333
CAND-387,23,Male,Master,0,48,LinkedIn,Software Engineer,0,69,53,1,2,12,tech,recruiter,2,3,83745
CAND-388,52,Non-binary,Bachelor,5,49,LinkedIn,QA Engineer,0,42,41,2,4,18,tech,portal,1,3,59306
CAND-389,54,Female,Bachelor,16,51,Employee Referral,Product Manager,0,60,47,0,2,18,non-tech,portal,1,3,31346
CAND-390,26,Male,Master,8,68,LinkedIn,Data Scientist,0,68,44,7,0,12,tech,referral,1,3,38024
CAND-391,49,Female,Bachelor,15,70,LinkedIn,HR Analyst,0,41,56,8,3,3,tech,portal,2,3,50818
CAND-392,27,Male,Bachelor,0,47,Company Website,Data Scientist,1,92,89,3,2,0,non-tech,referral,1,4,15947
CAND-393,34,Male,High School,10,56,Recruiter,HR Analyst,1,63,75,5,4,0,management,referral,1,2,85153
CAND-394,43,Female,PhD,13,74,Company Website,Product Manager,0,70,46,8,0,3,tech,recruiter,1,3,96240
CAND-395,48,Female,Master,4,43,Company Website,HR Analyst,0,55,82,5,1,0,tech,referral,2,2,77428
CAND-396,54,Male,Bachelor,15,62,Recruiter,HR Analyst,0,70,37,11,1,0,tech,referral,2,1,39754
CAND-397,22,Female,Master,5,48,Company Website,HR Analyst,0,44,56,11,4,24,non-tech,referral,2,2,73355
CAND-398,28,Male,Bachelor,6,70,Company Website,Software Engineer,1,58,75,11,0,18,tech,portal,1,3,68241
CAND-399,31,Female,Bachelor,2,58,Company Website,QA Engineer,1,98,79,8,3,12,management,referral,1,4,78960
CAND-400,32,Non-binary,Bachelor,8,40,LinkedIn,QA Engineer,0,83,32,3,2,0,tech,referral,3,1,23418
CAND-401,58,Female,Bachelor,13,52,LinkedIn,Product Manager,1,70,93,7,0,0,tech,portal,2,1,98593
CAND-402,50,Female,Bachelor,9,58,Employee Referral,Software Engineer,1,58,73,8,1,0,non-tech,portal,2,5,65184
CAND-403,33,Male,Master,9,58,LinkedIn,HR Analyst,0,57,82,3,4,0,non-tech,portal,1,1,14833
CAND-404,57,Male,Master,15,59,Employee Referral,Software Engineer,1,96,53,4,4,0,tech,recruiter,2,4,85430
CAND-405,39,Female,Bachelor,6,71,LinkedIn,Data Scientist,1,71,89,7,2,0,tech,portal,2,2,51833
CAND-406,40,Male,Bachelor,12,66,Company Website,Data Scientist,0,46,32,11,4,18,management,portal,1,4,10565
CAND-407,37,Male,High School,9,60,LinkedIn,Software Engineer,0,89,49,9,4,6,tech,portal,1,3,50180
CAND-408,26,Male,PhD,7,55,Company Website,QA Engineer,0,47,75,5,0,0,management,referral,2,4,28402
CAND-409,56,Female,Master,10,69,Employee Referral,Software Engineer,0,57,44,11,3,0,tech,portal,3,4,52845
CAND-410,21,Male,Master,5,54,LinkedIn,Product Manager,0,64,54,6,2,3,non-tech,recruiter,3,3,85851
CAND-411,27,Male,Bachelor,6,53,LinkedIn,QA Engineer,0,51,46,2,0,0,non-tech,recruiter,2,1,22834
CAND-412,29,Male,High School,5,56,LinkedIn,Data Scientist,0,96,38,6,3,18,tech,referral,2,4,77850
CAND-413,31,Male,Bachelor,5,41,Employee Referral,Product Manager,0,47,67,11,0,0,management,referral,1,3,47180
CAND-414,26,Male,High School,2,60,LinkedIn,Software Engineer,1,93,77,7,0,0,tech,portal,2,1,13883
CAND-415,21,Female,High School,0,46,Employee Referral,QA Engineer,0,53,89,9,4,0,tech,portal,2,1,85587
CAND-416,46,Male,High School,9,66,LinkedIn,HR Analyst,1,83,92,5,3,0,non-tech,recruiter,1,4,21695
CAND-417,57,Male,PhD,16,63,LinkedIn,Software Engineer,0,46,31,9,2,3,tech,portal,3,2,33123
CAND-418,25,Male,High School,3,41,Employee Referral,Product Manager,0,95,40,8,2,6,non-tech,portal,1,3,68481
CAND-419,32,Female,High School,9,47,Company Website,Data Scientist,0,53,93,5,3,3,tech,referral,2,3,83438
CAND-420,40,Female,Master,7,61,LinkedIn,Data Scientist,0,43,50,11,4,0,tech,portal,2,4,27573
CAND-421,56,Male,Bachelor,16,69,Recruiter,Product Manager,0,62,47,8,1,3,tech,recruiter,2,5,66494
CAND-422,47,Female,Master,12,62,LinkedIn,Data Scientist,1,86,93,3,0,3,tech,portal,2,5,22288
CAND-423,50,Non-binary,Bachelor,9,51,LinkedIn,Product Manager,0,50,67,7,4,12,tech,recruiter,1,2,56978
CAND-424,43,Female,Master,10,53,Company Website,Software Engineer,0,46,61,10,3,0,non-tech,referral,3,4,82420
CAND-425,36,Male,Bachelor,6,55,Company Website,Data Scientist,0,59,40,3,0,0,management,recruiter,2,2,86095
CAND-426,28,Male,Bachelor,7,53,Employee Referral,QA Engineer,1,86,74,1,2,3,non-tech,portal,2,3,64672
CAND-427,53,Female,Master,13,61,LinkedIn,Software Engineer,0,87,62,9,1,3,tech,referral,3,3,71821
CAND-428,51,Female,Bachelor,11,74,Recruiter,Product Manager,0,57,70,10,2,0,tech,recruiter,2,1,93661
CAND-429,21,Male,Bachelor,2,50,Company Website,Software Engineer,0,50,37,8,3,0,tech,referral,1,5,79224
CAND-430,48,Male,Bachelor,13,74,Recruiter,QA Engineer,0,91,40,4,0,0,tech,portal,2,1,99405
CAND-431,24,Female,High School,3,44,Employee Referral,Product Manager,1,73,80,3,3,12,non-tech,referral,1,3,64796
CAND-432,49,Male,Master,14,70,Recruiter,Data Scientist,1,87,70,1,0,0,tech,referral,1,4,54706
CAND-433,52,Male,Bachelor,9,59,Company Website,Software Engineer,0,76,46,0,4,18,tech,referral,2,4,14023
CAND-434,25,Male,High School,1,35,LinkedIn,Data Scientist,1,92,75,10,1,3,management,recruiter,3,2,92636
CAND-435,37,Female,Bachelor,7,68,Company Website,HR Analyst,0,73,61,6,4,24,tech,portal,1,3,46735
CAND-436,25,Female,Master,0,49,Employee Referral,Data Scientist,0,48,83,5,4,12,tech,referral,2,4,82959
CAND-437,42,Female,Bachelor,5,60,Company Website,Data Scientist,0,39,49,1,3,0,tech,recruiter,1,3,49218
CAND-438,56,Female,Master,17,66,Employee Referral,QA Engineer,0,69,62,7,1,12,tech,referral,2,3,22213
CAND-439,24,Female,Master,3,53,LinkedIn,Data Scientist,0,52,69,10,0,0,management,recruiter,2,2,38460
CAND-440,36,Male,High School,6,46,Employee Referral,Data Scientist,0,43,61,3,0,18,tech,recruiter,2,3,74680
CAND-441,57,Female,Master,19,84,LinkedIn,Data Scientist,0,92,31,7,2,3,tech,referral,1,4,41017
CAND-442,32,Male,Bachelor,5,57,Recruiter,Software Engineer,0,51,62,6,0,0,tech,portal,2,3,40990
CAND-443,26,Female,Bachelor,4,56,LinkedIn,Product Manager,0,41,59,4,3,3,tech,portal,3,3,29515
CAND-444,39,Female,Master,11,75,LinkedIn,QA Engineer,0,80,62,9,4,24,tech,referral,2,3,39991
CAND-445,40,Male,Master,8,70,Employee Referral,HR Analyst,0,47,55,9,4,0,non-tech,recruiter,2,3,17634
CAND-446,46,Male,Bachelor,7,63,Employee Referral,HR Analyst,0,74,51,11,4,3,non-tech,portal,3,1,87034
CAND-447,32,Female,Bachelor,5,43,Employee Referral,Data Scientist,0,76,67,7,1,6,non-tech,portal,1,2,86452
CAND-448,57,Female,Bachelor,4,47,Recruiter,Software Engineer,0,43,75,8,0,12,tech,portal,2,3,39377
CAND-449,40,Female,Bachelor,5,46,LinkedIn,Product Manager,0,84,44,4,3,0,non-tech,recruiter,3,3,43001
