candidate_id,age,gender,education,years_experience,assessment_score,referral_source,role_applied,hired,skills_score,interview_score,projects_count,certifications_count,employment_gap_months,job_role,application_source,company_tier,college_tier,zip_code
CAND-450,31,Male,Bachelor,10,66,Employee Referral,HR Analyst,1,61,73,9,1,0,non-tech,portal,1,3,11391
CAND-451,57,Male,Bachelor,16,69,LinkedIn,QA Engineer,0,39,78,4,2,0,tech,referral,2,3,75206
CAND-452,56,Female,Bachelor,9,48,Company Website,Data Scientist,1,63,90,1,3,3,non-tech,referral,1,3,52215
CAND-453,39,Female,High School,3,47,Company Website,Product Manager,0,71,35,4,3,0,tech,recruiter,2,2,89720
CAND-454,21,Male,Master,2,41,LinkedIn,QA Engineer,0,72,38,2,3,24,tech,referral,2,5,37114
CAND-455,43,Male,Bachelor,14,65,Company Website,HR Analyst,0,42,35,6,4,0,non-tech,referral,2,3,21882
CAND-456,42,Male,Master,7,46,Employee Referral,QA Engineer,1,99,61,9,3,3,tech,portal,2,1,27273
CAND-457,26,Male,High School,7,58,LinkedIn,Data Scientist,0,51,70,4,0,0,non-tech,referral,1,1,55647
CAND-458,45,Female,Bachelor,8,61,Recruiter,Software Engineer,0,79,37,7,3,0,tech,referral,2,5,92665
CAND-459,52,Female,Bachelor,9,75,Company Website,Data Scientist,0,38,79,0,4,0,management,recruiter,1,2,74892
CAND-460,25,Female,High School,0,52,LinkedIn,Data Scientist,0,70,91,2,3,0,management,portal,3,4,52679
CAND-461,48,Male,Bachelor,16,65,Company Website,HR Analyst,1,65,91,2,2,3,management,portal,1,1,10427
CAND-462,26,Male,Bachelor,2,57,LinkedIn,Data Scientist,0,53,36,8,2,18,tech,portal,3,5,76267
CAND-463,49,Male,Master,10,52,LinkedIn,Data Scientist,0,95,33,4,4,3,tech,portal,2,4,10799
CAND-464,36,Non-binary,Bachelor,3,44,Employee Referral,Data Scientist,0,88,35,11,0,24,tech,recruiter,2,3,65659
CAND-465,21,Non-binary,Master,2,56,LinkedIn,Product Manager,0,73,87,8,0,18,tech,portal,2,1,17025
CAND-466,57,Male,Bachelor,11,44,LinkedIn,Data Scientist,0,53,51,8,1,3,tech,referral,2,2,24481
CAND-467,27,Female,Master,3,54,Employee Referral,Software Engineer,0,73,55,0,4,12,non-tech,portal,2,3,35411
CAND-468,43,Female,Bachelor,13,56,LinkedIn,QA Engineer,0,79,32,1,3,3,non-tech,portal,1,3,24961
CAND-469,27,Female,Bachelor,2,51,Employee Referral,Data Scientist,0,47,70,4,4,0,management,referral,2,2,31767
CAND-470,56,Male,Bachelor,11,53,Employee Referral,Data Scientist,1,92,89,3,1,6,tech,portal,1,1,61690
CAND-471,49,Female,Master,14,71,LinkedIn,Software Engineer,0,54,43,9,4,0,tech,portal,1,3,62870
CAND-472,51,Male,Bachelor,16,68,Company Website,Product Manager,0,95,41,8,4,3,tech,referral,2,3,46135
CAND-473,37,Male,Bachelor,4,64,LinkedIn,Product Manager,0,73,41,6,1,6,management,referral,1,2,74514
CAND-474,38,Male,Bachelor,8,58,Company Website,HR Analyst,0,35,42,5,0,0,non-tech,portal,1,1,96928
CAND-475,45,Female,Master,5,51,LinkedIn,Software Engineer,0,37,54,6,3,0,non-tech,recruiter,1,5,88798
CAND-476,50,Female,High School,10,56,Recruiter,HR Analyst,0,96,74,0,1,18,management,referral,1,3,80765
CAND-477,53,Female,Bachelor,17,58,LinkedIn,Product Manager,0,97,48,0,2,3,non-tech,recruiter,1,4,33772
CAND-478,21,Male,Bachelor,0,51,Employee Referral,Software Engineer,0,59,84,7,0,0,tech,portal,3,3,28799
CAND-479,46,Male,Master,11,69,LinkedIn,Software Engineer,1,90,74,1,2,3,tech,portal,1,1,33555
CAND-480,25,Male,Bachelor,3,72,LinkedIn,Data Scientist,0,67,37,11,0,3,non-tech,portal,2,3,29333
CAND-481,31,Female,Bachelor,3,47,Company Website,QA Engineer,1,72,82,9,3,3,tech,portal,1,3,14261
CAND-482,52,Female,PhD,10,62,Company Website,Data Scientist,0,40,84,10,3,24,tech,referral,3,4,79002
CAND-483,30,Female,Bachelor,6,51,Recruiter,Data Scientist,0,92,61,8,4,3,management,recruiter,1,3,56553
CAND-484,51,Male,Bachelor,7,58,LinkedIn,Product Manager,1,78,80,6,2,0,management,referral,3,2,13088
CAND-485,38,Male,Bachelor,8,61,LinkedIn,QA Engineer,1,79,73,5,0,12,non-tech,portal,2,5,55783
CAND-486,29,Female,High School,4,50,LinkedIn,Product Manager,0,66,47,0,3,18,non-tech,referral,1,3,11115
CAND-487,33,Male,High School,1,55,Company Website,QA Engineer,0,79,51,0,1,0,non-tech,portal,3,5,80114
CAND-488,41,Female,Bachelor,8,53,Recruiter,Software Engineer,0,95,66,1,3,0,tech,referral,2,5,78126
CAND-489,50,Male,Master,16,78,Recruiter,QA Engineer,1,81,85,5,1,0,tech,referral,1,2,82908
CAND-490,44,Female,Master,13,71,Recruiter,Software Engineer,1,55,88,5,0,3,non-tech,recruiter,2,3,79109
CAND-491,56,Female,High School,10,57,LinkedIn,Software Engineer,0,70,32,1,3,3,non-tech,recruiter,3,3,12978
CAND-492,53,Male,Bachelor,12,60,Company Website,HR Analyst,0,53,57,0,3,3,tech,portal,2,3,19422
CAND-493,49,Female,High School,9,76,Employee Referral,Software Engineer,0,54,64,9,0,24,management,referral,2,3,53626
CAND-494,43,Female,Master,12,59,LinkedIn,Software Engineer,1,91,90,4,3,6,tech,recruiter,2,5,99233
CAND-495,32,Female,High School,6,55,Employee Referral,Product Manager,0,52,83,4,1,0,tech,recruiter,2,4,66174
CAND-496,36,Female,Bachelor,10,54,LinkedIn,Data Scientist,1,81,92,1,3,0,non-tech,referral,3,2,47743
CAND-497,25,Male,Bachelor,4,67,LinkedIn,Software Engineer,0,83,36,5,2,0,tech,recruiter,2,2,80461
CAND-498,35,Male,Bachelor,5,61,Employee Referral,Product Manager,0,48,78,8,4,0,tech,portal,1,3,67199
CAND-499,56,Male,Bachelor,11,56,LinkedIn,QA Engineer,0,49,60,1,1,3,tech,recruiter,3,2,39430
CAND-500,37,Female,Master,0,55,Recruiter,QA Engineer,1,65,87,9,2,18,non-tech,portal,1,4,38834
CAND-501,25,Male,Bachelor,4,55,LinkedIn,Software Engineer,0,35,90,1,0,0,tech,referral,1,3,34435
CAND-502,45,Female,Master,11,60,LinkedIn,Product Manager,0,88,53,2,1,3,non-tech,recruiter,2,3,97212
CAND-503,57,Female,Bachelor,18,77,LinkedIn,QA Engineer,0,37,49,6,4,6,non-tech,portal,2,1,65797
CAND-504,53,Female,Master,4,59,LinkedIn,Software Engineer,0,50,66,5,4,0,tech,referral,1,4,53554
CAND-505,31,Male,Master,8,62,Company Website,Software Engineer,0,91,33,11,0,0,management,portal,2,2,64555
CAND-506,38,Male,PhD,14,69,LinkedIn,Software Engineer,0,46,49,7,0,0,tech,recruiter,2,4,95350
CAND-507,41,Male,Bachelor,10,64,Company Website,Data Scientist,1,50,89,7,1,0,management,recruiter,2,3,24716
CAND-508,30,Male,Bachelor,5,56,Employee Referral,Software Engineer,0,58,53,5,3,24,non-tech,referral,3,4,70261
CAND-509,31,Male,Bachelor,6,56,Company Website,QA Engineer,1,62,79,11,0,0,management,referral,2,3,37528
CAND-510,29,Male,Bachelor,9,54,LinkedIn,HR Analyst,0,42,78,10,3,0,tech,recruiter,1,1,11995
CAND-511,58,Male,Bachelor,12,77,Company Website,Software Engineer,1,70,80,9,2,3,tech,portal,1,4,32414
CAND-512,49,Female,PhD,14,61,Employee Referral,Product Manager,0,42,65,2,4,36,tech,referral,3,1,23844
CAND-513,52,Female,PhD,5,62,Company Website,Software Engineer,0,92,63,2,3,0,tech,referral,1,3,46659
CAND-514,52,Female,Bachelor,8,55,LinkedIn,Software Engineer,1,94,65,0,4,0,non-tech,portal,2,2,25522
CAND-515,57,Male,Bachelor,8,72,Company Website,QA Engineer,0,84,35,6,3,0,tech,portal,2,4,84034
CAND-516,25,Male,Master,7,52,Company Website,Data Scientist,0,62,68,4,2,0,non-tech,portal,2,5,52322
CAND-517,54,Male,Master,16,65,LinkedIn,HR Analyst,1,75,71,3,0,0,tech,portal,1,3,77638
CAND-518,23,Female,Bachelor,4,45,LinkedIn,Data Scientist,1,98,87,9,2,3,tech,recruiter,2,3,18524
CAND-519,39,Male,Bachelor,8,61,Recruiter,Software Engineer,0,61,41,3,0,0,non-tech,referral,2,4,40846
CAND-520,43,Female,Master,18,62,LinkedIn,Data Scientist,0,97,32,3,0,0,tech,referral,3,1,83643
CAND-521,34,Female,Bachelor,3,48,LinkedIn,Software Engineer,0,51,47,5,4,12,non-tech,portal,1,5,70096
CAND-522,26,Female,Bachelor,2,35,LinkedIn,QA Engineer,0,67,69,7,2,0,non-tech,portal,2,2,93804
CAND-523,28,Female,PhD,0,54,Company Website,Product Manager,0,63,50,7,3,0,non-tech,portal,2,5,57703
CAND-524,52,Male,PhD,10,60,Company Website,Data Scientist,0,47,44,4,2,0,tech,recruiter,2,4,34399
CAND-525,33,Female,Master,9,50,LinkedIn,Data Scientist,0,80,55,5,4,24,non-tech,referral,2,4,85160
CAND-526,32,Male,Master,11,73,Company Website,Product Manager,0,69,37,3,0,0,management,recruiter,1,3,98667
CAND-527,56,Male,Bachelor,10,50,Employee Referral,QA Engineer,0,40,71,11,4,18,non-tech,referral,1,3,58591
CAND-528,26,Female,Bachelor,7,63,LinkedIn,Software Engineer,0,81,73,10,1,6,tech,referral,2,3,30714
CAND-529,55,Male,Bachelor,10,55,Recruiter,Software Engineer,0,59,43,8,1,0,non-tech,referral,2,1,45877
CAND-530,55,Female,Bachelor,10,73,LinkedIn,Software Engineer,0,44,31,7,3,36,non-tech,recruiter,2,3,94106
CAND-531,43,Non-binary,Bachelor,2,56,LinkedIn,Data Scientist,0,90,66,9,4,0,non-tech,recruiter,1,3,88018
CAND-532,27,Male,Bachelor,7,49,Recruiter,Data Scientist,1,64,67,11,3,0,tech,portal,1,4,69136
CAND-533,26,Male,Bachelor,5,47,Employee Referral,Software Engineer,0,39,70,9,3,12,tech,referral,1,3,43414
CAND-534,31,Male,Master,4,60,LinkedIn,Data Scientist,1,67,91,0,1,6,non-tech,referral,1,1,96576
CAND-535,42,Female,Bachelor,8,56,Employee Referral,Data Scientist,1,99,89,1,3,3,tech,referral,2,3,88943
CAND-536,26,Male,Bachelor,2,49,Company Website,Software Engineer,0,52,43,8,1,0,non-tech,portal,3,3,55468
CAND-537,38,Female,High School,6,63,LinkedIn,HR Analyst,0,83,31,7,0,0,tech,recruiter,1,2,89702
CAND-538,25,Female,Bachelor,2,45,Employee Referral,Product Manager,0,45,46,2,4,6,non-tech,recruiter,2,2,82108
CAND-539,41,Female,Master,6,59,Employee Referral,Data Scientist,0,60,57,7,3,0,tech,portal,1,4,56835
CAND-540,21,Male,Bachelor,4,61,LinkedIn,Data Scientist,1,97,64,11,1,0,tech,recruiter,2,3,73333
CAND-541,47,Male,Bachelor,15,73,Company Website,Data Scientist,0,93,34,0,2,0,management,portal,1,3,52464
CAND-542,23,Male,Master,0,49,Company Website,QA Engineer,1,61,94,9,3,0,management,portal,3,3,32923
CAND-543,28,Male,Bachelor,5,52,LinkedIn,Product Manager,0,83,69,3,0,12,non-tech,portal,2,4,71855
CAND-544,27,Female,High School,4,36,Recruiter,Data Scientist,0,67,85,2,0,0,tech,portal,3,2,77445
CAND-545,52,Male,Bachelor,15,58,Company Website,HR Analyst,0,35,65,5,2,36,non-tech,recruiter,3,4,77619
CAND-546,23,Female,High School,1,49,Company Website,QA Engineer,0,55,74,6,1,0,non-tech,portal,2,1,56146
CAND-547,37,Male,Bachelor,5,53,Company Website,QA Engineer,0,89,52,3,3,6,non-tech,portal,2,4,70032
CAND-548,43,Female,Bachelor,10,61,Company Website,Software Engineer,0,40,76,6,1,0,tech,portal,1,3,27140
CAND-549,40,Non-binary,High School,8,63,LinkedIn,Software Engineer,0,39,60,8,0,0,non-tech,portal,2,3,12670
CAND-550,46,Female,High School,16,56,Recruiter,Product Manager,0,37,40,10,1,0,non-tech,portal,3,3,46519
CAND-551,51,Female,Bachelor,15,65,Company Website,Data Scientist,0,87,39,1,0,0,management,referral,1,3,54512
CAND-552,35,Female,High School,4,52,Employee Referral,Product Manager,0,57,43,10,1,3,tech,portal,3,2,67811
CAND-553,52,Female,Master,10,57,Company Website,QA Engineer,0,87,39,2,2,36,non-tech,recruiter,2,4,24691
CAND-554,33,Female,High School,7,65,LinkedIn,Data Scientist,0,71,30,4,4,3,non-tech,recruiter,3,2,44262
CAND-555,58,Male,Bachelor,10,68,LinkedIn,Software Engineer,0,51,34,2,2,0,tech,portal,3,5,64892
CAND-556,40,Female,Bachelor,9,62,LinkedIn,Data Scientist,0,35,49,10,2,0,tech,recruiter,2,4,35595
CAND-557,48,Male,Bachelor,7,71,LinkedIn,Software Engineer,0,85,37,7,4,0,tech,portal,2,3,67207
CAND-558,54,Female,High School,14,51,Employee Referral,Product Manager,1,79,72,11,4,3,tech,portal,2,4,43440
CAND-559,51,Male,Master,8,60,Employee Referral,QA Engineer,0,38,30,9,3,6,tech,portal,3,3,18630
CAND-560,53,Male,Master,5,60,LinkedIn,Data Scientist,1,96,86,7,3,24,non-tech,portal,3,2,41250
CAND-561,41,Male,High School,4,43,LinkedIn,QA Engineer,1,99,93,7,2,0,non-tech,referral,2,5,87518
CAND-562,22,Male,High School,6,55,Employee Referral,Data Scientist,0,66,57,11,2,3,non-tech,recruiter,2,3,84191
CAND-563,39,Male,Master,9,53,LinkedIn,Product Manager,1,68,66,11,0,0,management,portal,2,3,74791
CAND-564,27,Male,Bachelor,0,54,Recruiter,Software Engineer,1,73,76,8,0,3,tech,referral,3,3,94118
CAND-565,54,Female,High School,3,57,Company Website,QA Engineer,0,60,66,3,3,3,tech,portal,2,3,73753
CAND-566,29,Female,Bachelor,9,61,LinkedIn,Product Manager,0,68,78,4,3,3,non-tech,recruiter,3,5,70520
CAND-567,29,Male,Bachelor,3,37,LinkedIn,Software Engineer,1,88,73,4,0,3,tech,portal,2,2,14008
CAND-568,30,Male,Master,3,47,Recruiter,Product Manager,0,37,85,7,0,0,tech,portal,1,3,54464
CAND-569,45,Female,Bachelor,8,63,LinkedIn,QA Engineer,0,84,57,6,1,6,tech,portal,2,3,10496
CAND-570,42,Female,PhD,7,61,Employee Referral,Software Engineer,0,46,35,8,1,0,tech,portal,2,3,33212
CAND-571,57,Male,Bachelor,14,44,LinkedIn,QA Engineer,1,99,90,7,0,3,non-tech,referral,1,3,30637
CAND-572,36,Male,Bachelor,6,65,LinkedIn,HR Analyst,0,88,49,1,1,0,tech,recruiter,1,2,55227
CAND-573,31,Non-binary,Bachelor,7,58,Employee Referral,QA Engineer,0,39,31,9,4,3,tech,portal,2,2,92413
CAND-574,22,Male,Bachelor,2,44,LinkedIn,Data Scientist,1,91,66,11,3,18,tech,referral,1,2,93346
CAND-575,21,Male,Bachelor,5,62,LinkedIn,Product Manager,0,51,49,3,3,18,non-tech,referral,2,5,19884
CAND-576,35,Female,High School,8,50,Company Website,HR Analyst,0,81,55,5,0,12,tech,recruiter,2,2,78259
CAND-577,56,Male,Bachelor,14,60,Employee Referral,Product Manager,0,57,58,11,2,3,non-tech,portal,3,4,59810
CAND-578,40,Female,Master,8,63,LinkedIn,Software Engineer,0,48,30,1,0,6,tech,referral,2,4,14761
CAND-579,54,Male,High School,16,79,LinkedIn,Software Engineer,1,85,64,6,1,3,tech,recruiter,3,4,83166
CAND-580,24,Female,Bachelor,4,66,Recruiter,QA Engineer,0,72,88,2,2,12,non-tech,referral,2,4,26375
CAND-581,24,Male,Bachelor,2,53,Employee Referral,Data Scientist,1,98,62,2,1,0,tech,portal,1,2,35218
CAND-582,52,Male,Bachelor,15,70,Employee Referral,Software Engineer,1,72,80,10,4,24,tech,portal,2,2,40565
CAND-583,25,Male,Master,1,58,Employee Referral,Data Scientist,0,84,41,1,1,18,tech,portal,2,3,42975
CAND-584,22,Male,Master,2,43,Employee Referral,QA Engineer,0,64,49,10,4,6,management,referral,2,2,37073
CAND-585,36,Female,Master,7,64,Company Website,Data Scientist,1,85,82,7,4,0,tech,referral,1,4,79726
CAND-586,56,Male,High School,15,58,LinkedIn,QA Engineer,1,97,72,5,1,0,non-tech,portal,2,3,11883
CAND-587,47,Female,Bachelor,10,63,Employee Referral,QA Engineer,1,86,79,0,1,12,tech,referral,1,4,78422
CAND-588,24,Female,Bachelor,3,50,Employee Referral,HR Analyst,0,72,58,11,4,0,tech,referral,2,1,59629
CAND-589,52,Female,Bachelor,9,63,Recruiter,HR Analyst,0,64,86,0,2,12,tech,referral,1,5,74170
CAND-590,53,Female,High School,3,50,Company Website,Software Engineer,0,85,68,6,4,0,management,referral,2,2,84489
CAND-591,51,Female,Bachelor,13,40,LinkedIn,Product Manager,0,39,85,7,3,0,tech,recruiter,2,3,18381
CAND-592,55,Male,Bachelor,9,61,Company Website,Software Engineer,0,63,72,4,4,18,tech,portal,1,3,33238
CAND-593,30,Male,Bachelor,0,53,Company Website,HR Analyst,0,38,79,11,2,3,tech,recruiter,2,4,23795
CAND-594,58,Male,High School,10,61,Company Website,Software Engineer,0,44,52,10,3,3,tech,portal,2,3,72999
CAND-595,33,Female,Master,6,57,Employee Referral,Product Manager,1,90,73,4,0,3,tech,portal,3,5,59907
CAND-596,51,Female,Master,13,80,Company Website,QA Engineer,0,51,67,3,0,0,non-tech,portal,3,5,19638
CAND-597,43,Female,Bachelor,8,60,LinkedIn,Software Engineer,0,51,52,5,2,6,tech,portal,2,4,80467
CAND-598,50,Male,Master,2,57,Company Website,QA Engineer,0,68,74,5,4,0,tech,portal,2,1,52623
CAND-599,44,Male,High School,7,62,Company Website,Software Engineer,0,40,81,2,1,18,non-tech,portal,2,4,48492
CAND-600,45,Female,Master,13,70,Recruiter,Data Scientist,1,87,79,8,2,18,tech,recruiter,2,4,36411
CAND-601,44,Male,PhD,5,51,Company Website,Data Scientist,0,77,37,11,3,0,tech,portal,1,2,30534
CAND-602,50,Female,High School,11,39,Company Website,Data Scientist,0,57,30,10,3,6,tech,referral,2,2,39181
CAND-603,49,Female,Master,11,60,Company Website,Product Manager,0,89,37,6,0,3,non-tech,portal,2,2,29996
CAND-604,26,Female,PhD,3,62,Company Website,HR Analyst,0,50,58,0,3,0,tech,recruiter,1,1,82089
CAND-605,52,Female,Master,12,63,LinkedIn,Data Scientist,0,42,34,6,2,36,tech,referral,2,3,93609
CAND-606,41,Male,PhD,12,73,Recruiter,Product Manager,0,38,76,4,3,0,tech,portal,2,5,82666
CAND-607,33,Male,Bachelor,6,57,Recruiter,QA Engineer,0,38,63,4,2,0,non-tech,recruiter,2,3,39405
CAND-608,40,Female,High School,6,63,Company Website,QA Engineer,1,90,94,1,1,3,tech,referral,1,3,81325
CAND-609,57,Male,Master,13,64,Company Website,Software Engineer,1,59,84,3,0,3,non-tech,recruiter,2,5,38930
CAND-610,53,Male,Bachelor,12,67,LinkedIn,HR Analyst,1,61,72,11,3,3,non-tech,referral,2,2,27529
CAND-611,52,Male,Bachelor,7,61,Company Website,Software Engineer,0,66,59,5,2,6,non-tech,referral,2,4,63546
CAND-612,38,Male,Bachelor,8,70,Company Website,Product Manager,0,84,46,9,4,3,tech,recruiter,2,3,17942
CAND-613,50,Female,Bachelor,15,53,Employee Referral,Product Manager,1,95,55,10,0,3,tech,referral,2,3,17548
CAND-614,35,Male,High School,8,51,LinkedIn,QA Engineer,0,85,37,6,1,0,tech,portal,3,3,28296
CAND-615,47,Female,Master,11,71,Employee Referral,Software Engineer,1,53,76,10,2,0,tech,recruiter,1,3,61016
CAND-616,45,Non-binary,High School,6,65,LinkedIn,Software Engineer,0,55,75,4,1,0,tech,portal,3,1,10296
CAND-617,30,Female,Master,0,52,Employee Referral,QA Engineer,0,39,62,8,1,0,non-tech,referral,2,4,77945
CAND-618,31,Male,Master,2,51,Company Website,Software Engineer,0,76,30,2,3,3,tech,portal,1,2,69980
CAND-619,23,Female,Bachelor,6,62,LinkedIn,Data Scientist,0,95,48,0,3,0,tech,referral,2,4,66782
CAND-620,26,Female,Bachelor,1,56,Company Website,QA Engineer,0,56,60,3,2,0,non-tech,recruiter,1,3,44229
CAND-621,37,Male,Bachelor,5,51,Employee Referral,Product Manager,0,55,43,8,4,0,non-tech,portal,1,2,63444
CAND-622,39,Male,PhD,7,63,Company Website,Software Engineer,0,35,82,3,2,24,tech,portal,2,3,45036
CAND-623,27,Female,Master,0,60,LinkedIn,Data Scientist,0,39,77,1,4,24,non-tech,referral,2,2,49322
CAND-624,36,Male,Bachelor,2,66,Company Website,HR Analyst,0,46,91,9,1,3,tech,recruiter,3,4,37167
CAND-625,43,Male,High School,6,58,LinkedIn,Data Scientist,1,80,93,4,0,18,non-tech,referral,2,5,61667
CAND-626,29,Female,Bachelor,1,50,Company Website,Software Engineer,1,68,92,2,2,6,non-tech,portal,1,4,93337
CAND-627,33,Male,Bachelor,3,51,Company Website,Software Engineer,0,83,62,11,2,3,non-tech,recruiter,2,1,61468
CAND-628,34,Male,Master,3,59,LinkedIn,Data Scientist,1,79,70,8,4,0,non-tech,referral,2,3,82894
CAND-629,40,Male,Master,9,61,Company Website,HR Analyst,1,61,77,3,1,6,tech,portal,3,3,63084
CAND-630,34,Female,Bachelor,3,53,Employee Referral,Data Scientist,0,60,42,5,1,6,tech,portal,3,4,73138
CAND-631,49,Female,Master,7,51,Employee Referral,Software Engineer,0,81,60,1,4,3,non-tech,referral,3,1,32588
CAND-632,33,Male,Bachelor,5,65,LinkedIn,Data Scientist,0,90,33,5,1,6,tech,portal,2,3,72901
CAND-633,37,Male,Master,6,49,LinkedIn,Software Engineer,0,97,48,2,3,3,management,portal,2,3,27671
CAND-634,35,Male,Bachelor,5,51,Company Website,Software Engineer,0,82,42,11,0,6,tech,recruiter,1,2,93038
CAND-635,27,Non-binary,Bachelor,5,55,LinkedIn,HR Analyst,0,95,52,11,2,18,tech,portal,3,3,41645
CAND-636,47,Male,Master,9,78,Company Website,Product Manager,0,60,30,8,0,0,tech,referral,1,3,17637
CAND-637,29,Male,Bachelor,3,48,LinkedIn,Software Engineer,1,70,83,10,2,6,tech,portal,1,4,10660
CAND-638,32,Male,Master,7,54,LinkedIn,Data Scientist,0,35,44,1,3,0,non-tech,recruiter,1,5,16922
CAND-639,51,Male,PhD,5,54,Employee Referral,Software Engineer,1,42,94,11,1,3,non-tech,referral,2,3,54721
CAND-640,57,Female,High School,6,66,LinkedIn,Software Engineer,0,86,44,11,4,6,non-tech,portal,2,3,67256
CAND-641,46,Female,High School,9,35,Employee Referral,Product Manager,0,81,50,8,3,0,non-tech,referral,2,2,79506
CAND-642,55,Male,Bachelor,18,62,LinkedIn,Data Scientist,0,90,48,4,0,3,management,portal,3,5,78943
CAND-643,53,Female,Bachelor,14,87,Company Website,QA Engineer,1,48,89,7,4,0,non-tech,recruiter,3,5,37843
CAND-644,39,Female,High School,8,60,Company Website,HR Analyst,0,62,62,1,1,3,tech,recruiter,2,5,19046
CAND-645,50,Male,Bachelor,15,58,Employee Referral,Software Engineer,0,36,78,5,3,0,non-tech,referral,1,4,99336
CAND-646,33,Female,Master,6,58,Employee Referral,HR Analyst,0,60,64,2,4,6,tech,referral,3,3,73985
CAND-647,38,Female,Bachelor,12,64,Company Website,Data Scientist,0,48,73,11,3,0,tech,portal,3,4,90083
CAND-648,41,Male,Bachelor,8,65,Company Website,Software Engineer,0,93,40,11,3,3,non-tech,referral,2,3,40346
CAND-649,57,Male,Master,14,83,LinkedIn,QA Engineer,1,90,75,9,1,0,tech,portal,2,3,98284
CAND-650,53,Female,Bachelor,14,69,Company Website,Software Engineer,0,41,38,4,2,12,tech,portal,1,4,63526
CAND-651,39,Female,Master,7,55,LinkedIn,Product Manager,0,37,32,11,4,18,tech,referral,3,1,83143
CAND-652,45,Female,Bachelor,14,72,Company Website,QA Engineer,0,57,55,7,1,36,tech,portal,2,1,46787
CAND-653,28,Male,PhD,4,51,LinkedIn,Software Engineer,0,52,77,9,3,6,management,referral,2,3,43583
CAND-654,51,Male,Bachelor,16,60,Recruiter,QA Engineer,0,72,57,0,1,6,tech,portal,1,3,22563
CAND-655,42,Female,High School,5,37,Company Website,Software Engineer,0,49,55,4,2,0,tech,referral,3,4,56060
CAND-656,41,Male,Master,10,50,Company Website,QA Engineer,0,98,54,2,4,0,tech,portal,2,2,43690
CAND-657,50,Female,Bachelor,22,68,Company Website,Software Engineer,0,62,41,3,2,0,tech,portal,1,2,24925
CAND-658,45,Female,High School,5,42,LinkedIn,Software Engineer,0,73,34,1,0,6,management,referral,2,2,96787
CAND-659,23,Non-binary,High School,3,51,LinkedIn,Data Scientist,1,91,77,8,4,18,tech,recruiter,2,1,93184
CAND-660,31,Female,Master,4,46,Recruiter,QA Engineer,0,51,66,2,2,0,non-tech,recruiter,2,1,30108
CAND-661,27,Female,High School,3,35,Employee Referral,Software Engineer,0,78,73,1,3,18,non-tech,portal,2,3,86515
CAND-662,48,Female,Bachelor,11,53,LinkedIn,QA Engineer,0,59,44,9,4,3,management,portal,2,3,78258
CAND-663,22,Male,High School,0,41,Employee Referral,Software Engineer,0,51,72,10,4,3,non-tech,recruiter,3,4,15355
CAND-664,28,Male,Bachelor,3,47,Company Website,Data Scientist,0,47,77,8,1,0,non-tech,referral,1,5,56069
CAND-665,43,Non-binary,Bachelor,4,65,LinkedIn,Data Scientist,0,59,75,6,3,0,tech,portal,1,3,64471
CAND-666,47,Female,Bachelor,5,49,Company Website,Software Engineer,0,44,72,5,0,3,tech,recruiter,1,1,42705
CAND-667,40,Female,Bachelor,2,58,LinkedIn,HR Analyst,0,52,50,0,2,3,tech,recruiter,2,2,53909
CAND-668,53,Male,High School,16,65,LinkedIn,Data Scientist,0,68,52,4,1,0,management,recruiter,2,4,98606
CAND-669,55,Female,Bachelor,14,65,Employee Referral,Product Manager,1,42,76,11,2,3,tech,recruiter,3,3,63739
CAND-670,26,Male,Bachelor,3,45,LinkedIn,Product Manager,0,74,44,10,0,12,tech,recruiter,2,4,86820
CAND-671,57,Male,Bachelor,14,65,Recruiter,Data Scientist,0,76,54,10,0,12,tech,portal,2,4,97273
CAND-672,44,Female,High School,8,49,Employee Referral,Product Manager,0,75,65,2,4,18,tech,portal,3,5,33241
CAND-673,45,Male,High School,5,53,Employee Referral,HR Analyst,0,40,80,0,0,0,tech,referral,1,5,37414
CAND-674,24,Female,Bachelor,6,54,Company Website,Product Manager,0,86,44,3,2,0,management,referral,3,3,60818
CAND-675,44,Female,Bachelor,5,47,Employee Referral,Data Scientist,0,60,50,1,3,6,tech,referral,2,3,30895
